,CodProduto,CodCor,CodTamanho,CodEstado,DataVenda,Vendedor,QtdeVendida,NomeEstado,Sigla,Capital,PercImposto,CodRegiao,CodVend,NomeVendedor,DescricaoCor,NomeRegiao,DescricaoTamanho,idProduto,DescricaoProduto,CodGrupo,CodDepto,PrecoUnitario,DescricaoGrupo,DescricaoDepto
14869,1132,4,2,7,2022-05-08,5,198,Distrito Federal,DF,Brasília,"0,120",3,5,Igor,Vermelho,Centro Oeste,Médio,1132,PRODUTO que contem código 1132,6,4,77,Grupo 6,Infantil
14870,1132,1,2,12,2020-09-03,4,65,Mato Grosso do Sul,MS,Campo Grande,"0,180",3,4,Patricia,Azul,Centro Oeste,Médio,1132,PRODUTO que contem código 1132,6,4,77,Grupo 6,Infantil
14871,1132,10,2,16,2020-09-18,3,69,Paraná,PR,Curitiba,"0,090",5,3,Carla,Transparente,Sul,Médio,1132,PRODUTO que contem código 1132,6,4,77,Grupo 6,Infantil
14872,1132,2,3,4,2020-08-20,1,191,Amazonas,AM,Manaus,"0,080",2,1,Marcelo,Verde,Norte,Grande,1132,PRODUTO que contem código 1132,6,4,77,Grupo 6,Infantil
14873,1132,5,4,9,2020-07-26,2,14,Goiás,GO,Goiânia,"0,110",3,2,João,Preto,Centro Oeste,Extra Grande,1132,PRODUTO que contem código 1132,6,4,77,Grupo 6,Infantil
14874,1701,2,1,23,2021-12-10,1,149,Roraima,RR,Boa Vista,"0,110",2,1,Marcelo,Verde,Norte,Pequeno,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14875,1701,1,1,2,2020-12-09,1,86,Alagoas,AL,Maceió,"0,090",1,1,Marcelo,Azul,Nordeste,Pequeno,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14876,1701,3,1,26,2022-05-05,2,1,Sergipe,SE,Aracaju,"0,180",1,2,João,Amarelo,Nordeste,Pequeno,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14877,1701,9,1,25,2019-01-15,5,139,São Paulo,SP,São Paulo,"0,130",4,5,Igor,Laranja,Sudeste,Pequeno,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14878,1701,3,4,22,2022-01-03,4,119,Rondônia,RO,Porto Velho,"0,130",2,4,Patricia,Amarelo,Norte,Extra Grande,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14879,1701,3,4,14,2020-02-15,1,20,Pará,PA,Belém,"0,100",2,1,Marcelo,Amarelo,Norte,Extra Grande,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14880,1701,9,4,5,2022-07-20,4,97,Bahia,BA,Salvador,"0,150",1,4,Patricia,Laranja,Nordeste,Extra Grande,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14881,1701,10,4,8,2020-11-02,2,162,Espírito Santo,ES,Vitória,"0,120",4,2,João,Transparente,Sudeste,Extra Grande,1701,PRODUTO que contem código 1701,6,4,89,Grupo 6,Infantil
14882,2992,5,1,3,2020-05-04,5,172,Amapá,AP,Macapá,"0,130",2,5,Igor,Preto,Norte,Pequeno,2992,PRODUTO que contem código 2992,6,4,670,Grupo 6,Infantil
14883,2992,2,1,20,2021-11-07,5,147,Rio Grande do Norte,RN,Natal,"0,110",1,5,Igor,Verde,Nordeste,Pequeno,2992,PRODUTO que contem código 2992,6,4,670,Grupo 6,Infantil
14884,2992,3,1,20,2020-01-03,4,60,Rio Grande do Norte,RN,Natal,"0,110",1,4,Patricia,Amarelo,Nordeste,Pequeno,2992,PRODUTO que contem código 2992,6,4,670,Grupo 6,Infantil
14885,2992,9,3,7,2021-02-17,3,16,Distrito Federal,DF,Brasília,"0,120",3,3,Carla,Laranja,Centro Oeste,Grande,2992,PRODUTO que contem código 2992,6,4,670,Grupo 6,Infantil
14886,1408,1,1,3,2022-04-20,3,3,Amapá,AP,Macapá,"0,130",2,3,Carla,Azul,Norte,Pequeno,1408,PRODUTO que contem código 1408,6,4,287,Grupo 6,Infantil
14887,1408,7,1,16,2021-05-05,1,123,Paraná,PR,Curitiba,"0,090",5,1,Marcelo,Cinza,Sul,Pequeno,1408,PRODUTO que contem código 1408,6,4,287,Grupo 6,Infantil
14888,1408,7,1,25,2020-04-01,3,199,São Paulo,SP,São Paulo,"0,130",4,3,Carla,Cinza,Sudeste,Pequeno,1408,PRODUTO que contem código 1408,6,4,287,Grupo 6,Infantil
14889,1408,1,2,2,2020-03-16,2,153,Alagoas,AL,Maceió,"0,090",1,2,João,Azul,Nordeste,Médio,1408,PRODUTO que contem código 1408,6,4,287,Grupo 6,Infantil
14890,1408,5,3,7,2021-05-10,5,173,Distrito Federal,DF,Brasília,"0,120",3,5,Igor,Preto,Centro Oeste,Grande,1408,PRODUTO que contem código 1408,6,4,287,Grupo 6,Infantil
14891,1408,10,4,19,2021-05-28,1,196,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,1,Marcelo,Transparente,Sudeste,Extra Grande,1408,PRODUTO que contem código 1408,6,4,287,Grupo 6,Infantil
14892,752,4,1,10,2021-08-17,3,33,Maranhão,MA,São Luís,"0,090",1,3,Carla,Vermelho,Nordeste,Pequeno,752,PRODUTO que contem código 752,6,4,390,Grupo 6,Infantil
14893,752,4,1,21,2022-02-08,3,15,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,3,Carla,Vermelho,Sul,Pequeno,752,PRODUTO que contem código 752,6,4,390,Grupo 6,Infantil
14894,752,7,1,8,2020-01-04,5,195,Espírito Santo,ES,Vitória,"0,120",4,5,Igor,Cinza,Sudeste,Pequeno,752,PRODUTO que contem código 752,6,4,390,Grupo 6,Infantil
14895,752,7,3,3,2022-05-06,5,31,Amapá,AP,Macapá,"0,130",2,5,Igor,Cinza,Norte,Grande,752,PRODUTO que contem código 752,6,4,390,Grupo 6,Infantil
14896,752,5,3,1,2021-10-06,1,125,Acre,AC,Rio Branco,"0,120",2,1,Marcelo,Preto,Norte,Grande,752,PRODUTO que contem código 752,6,4,390,Grupo 6,Infantil
14897,752,9,4,10,2020-06-01,3,20,Maranhão,MA,São Luís,"0,090",1,3,Carla,Laranja,Nordeste,Extra Grande,752,PRODUTO que contem código 752,6,4,390,Grupo 6,Infantil
14898,341,8,1,15,2022-03-28,4,185,Paraíba,PB,João Pessoa,"0,090",1,4,Patricia,Marron,Nordeste,Pequeno,341,PRODUTO que contem código 341,6,4,560,Grupo 6,Infantil
14899,341,4,1,16,2021-09-24,3,194,Paraná,PR,Curitiba,"0,090",5,3,Carla,Vermelho,Sul,Pequeno,341,PRODUTO que contem código 341,6,4,560,Grupo 6,Infantil
14900,341,5,1,16,2020-09-11,4,174,Paraná,PR,Curitiba,"0,090",5,4,Patricia,Preto,Sul,Pequeno,341,PRODUTO que contem código 341,6,4,560,Grupo 6,Infantil
14901,1125,8,1,6,2022-03-03,3,111,Ceará,CE,Fortaleza,"0,130",1,3,Carla,Marron,Nordeste,Pequeno,1125,PRODUTO que contem código 1125,6,4,695,Grupo 6,Infantil
14902,1125,4,2,7,2021-06-05,3,110,Distrito Federal,DF,Brasília,"0,120",3,3,Carla,Vermelho,Centro Oeste,Médio,1125,PRODUTO que contem código 1125,6,4,695,Grupo 6,Infantil
14903,1125,5,4,1,2022-07-27,4,191,Acre,AC,Rio Branco,"0,120",2,4,Patricia,Preto,Norte,Extra Grande,1125,PRODUTO que contem código 1125,6,4,695,Grupo 6,Infantil
14904,1172,8,1,6,2021-10-27,5,9,Ceará,CE,Fortaleza,"0,130",1,5,Igor,Marron,Nordeste,Pequeno,1172,PRODUTO que contem código 1172,6,4,244,Grupo 6,Infantil
14905,1172,10,1,6,2020-11-14,3,98,Ceará,CE,Fortaleza,"0,130",1,3,Carla,Transparente,Nordeste,Pequeno,1172,PRODUTO que contem código 1172,6,4,244,Grupo 6,Infantil
14906,1172,5,1,18,2020-01-29,2,33,Piauí,PI,Teresina,"0,160",1,2,João,Preto,Nordeste,Pequeno,1172,PRODUTO que contem código 1172,6,4,244,Grupo 6,Infantil
14907,1172,1,2,8,2020-12-18,3,93,Espírito Santo,ES,Vitória,"0,120",4,3,Carla,Azul,Sudeste,Médio,1172,PRODUTO que contem código 1172,6,4,244,Grupo 6,Infantil
14908,1172,3,4,15,2022-02-24,2,93,Paraíba,PB,João Pessoa,"0,090",1,2,João,Amarelo,Nordeste,Extra Grande,1172,PRODUTO que contem código 1172,6,4,244,Grupo 6,Infantil
14909,1172,9,4,19,2021-10-09,5,72,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,5,Igor,Laranja,Sudeste,Extra Grande,1172,PRODUTO que contem código 1172,6,4,244,Grupo 6,Infantil
14910,1172,1,4,25,2019-03-31,2,78,São Paulo,SP,São Paulo,"0,130",4,2,João,Azul,Sudeste,Extra Grande,1172,PRODUTO que contem código 1172,6,4,244,Grupo 6,Infantil
14911,1104,8,1,17,2022-02-14,1,12,Pernambuco,PE,Recife,"0,100",1,1,Marcelo,Marron,Nordeste,Pequeno,1104,PRODUTO que contem código 1104,6,4,770,Grupo 6,Infantil
14912,1104,9,1,17,2020-02-03,1,181,Pernambuco,PE,Recife,"0,100",1,1,Marcelo,Laranja,Nordeste,Pequeno,1104,PRODUTO que contem código 1104,6,4,770,Grupo 6,Infantil
14913,1104,3,1,8,2021-03-22,5,191,Espírito Santo,ES,Vitória,"0,120",4,5,Igor,Amarelo,Sudeste,Pequeno,1104,PRODUTO que contem código 1104,6,4,770,Grupo 6,Infantil
14914,1104,4,2,2,2021-05-11,3,94,Alagoas,AL,Maceió,"0,090",1,3,Carla,Vermelho,Nordeste,Médio,1104,PRODUTO que contem código 1104,6,4,770,Grupo 6,Infantil
14915,1104,7,2,7,2021-12-02,3,168,Distrito Federal,DF,Brasília,"0,120",3,3,Carla,Cinza,Centro Oeste,Médio,1104,PRODUTO que contem código 1104,6,4,770,Grupo 6,Infantil
14916,1104,8,3,25,2021-12-21,5,62,São Paulo,SP,São Paulo,"0,130",4,5,Igor,Marron,Sudeste,Grande,1104,PRODUTO que contem código 1104,6,4,770,Grupo 6,Infantil
14917,1810,6,1,18,2022-01-02,5,147,Piauí,PI,Teresina,"0,160",1,5,Igor,Branco,Nordeste,Pequeno,1810,PRODUTO que contem código 1810,6,4,367,Grupo 6,Infantil
14918,1810,7,1,13,2022-03-05,5,119,Minas Gerais,MG,Belo Horizonte,"0,120",4,5,Igor,Cinza,Sudeste,Pequeno,1810,PRODUTO que contem código 1810,6,4,367,Grupo 6,Infantil
14919,1810,3,2,19,2021-10-29,4,161,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,4,Patricia,Amarelo,Sudeste,Médio,1810,PRODUTO que contem código 1810,6,4,367,Grupo 6,Infantil
14920,1810,3,3,18,2021-04-04,3,54,Piauí,PI,Teresina,"0,160",1,3,Carla,Amarelo,Nordeste,Grande,1810,PRODUTO que contem código 1810,6,4,367,Grupo 6,Infantil
14921,1810,5,4,17,2021-08-30,4,99,Pernambuco,PE,Recife,"0,100",1,4,Patricia,Preto,Nordeste,Extra Grande,1810,PRODUTO que contem código 1810,6,4,367,Grupo 6,Infantil
14922,756,2,1,11,2021-09-13,4,97,Mato Grosso,MT,Cuiabá,"0,170",3,4,Patricia,Verde,Centro Oeste,Pequeno,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14923,756,9,1,7,2020-12-23,2,140,Distrito Federal,DF,Brasília,"0,120",3,2,João,Laranja,Centro Oeste,Pequeno,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14924,756,9,2,19,2021-06-07,2,128,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,2,João,Laranja,Sudeste,Médio,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14925,756,9,2,25,2021-10-14,5,92,São Paulo,SP,São Paulo,"0,130",4,5,Igor,Laranja,Sudeste,Médio,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14926,756,6,3,3,2021-10-14,1,168,Amapá,AP,Macapá,"0,130",2,1,Marcelo,Branco,Norte,Grande,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14927,756,4,3,10,2022-06-26,2,41,Maranhão,MA,São Luís,"0,090",1,2,João,Vermelho,Nordeste,Grande,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14928,756,8,4,14,2020-11-04,5,104,Pará,PA,Belém,"0,100",2,5,Igor,Marron,Norte,Extra Grande,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14929,756,1,4,14,2020-01-08,3,132,Pará,PA,Belém,"0,100",2,3,Carla,Azul,Norte,Extra Grande,756,PRODUTO que contem código 756,6,4,578,Grupo 6,Infantil
14930,1761,1,1,11,2021-08-13,4,71,Mato Grosso,MT,Cuiabá,"0,170",3,4,Patricia,Azul,Centro Oeste,Pequeno,1761,PRODUTO que contem código 1761,6,4,607,Grupo 6,Infantil
14931,1761,8,1,16,2021-04-24,1,189,Paraná,PR,Curitiba,"0,090",5,1,Marcelo,Marron,Sul,Pequeno,1761,PRODUTO que contem código 1761,6,4,607,Grupo 6,Infantil
14932,1761,7,4,14,2022-07-22,1,77,Pará,PA,Belém,"0,100",2,1,Marcelo,Cinza,Norte,Extra Grande,1761,PRODUTO que contem código 1761,6,4,607,Grupo 6,Infantil
14933,1761,5,4,19,2019-11-06,5,3,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,5,Igor,Preto,Sudeste,Extra Grande,1761,PRODUTO que contem código 1761,6,4,607,Grupo 6,Infantil
14934,2699,7,1,13,2020-03-06,1,182,Minas Gerais,MG,Belo Horizonte,"0,120",4,1,Marcelo,Cinza,Sudeste,Pequeno,2699,PRODUTO que contem código 2699,6,4,227,Grupo 6,Infantil
14935,2699,5,4,1,2020-01-09,5,198,Acre,AC,Rio Branco,"0,120",2,5,Igor,Preto,Norte,Extra Grande,2699,PRODUTO que contem código 2699,6,4,227,Grupo 6,Infantil
14936,2699,1,4,17,2021-08-18,4,77,Pernambuco,PE,Recife,"0,100",1,4,Patricia,Azul,Nordeste,Extra Grande,2699,PRODUTO que contem código 2699,6,4,227,Grupo 6,Infantil
14937,1781,1,1,19,2021-08-07,1,180,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,1,Marcelo,Azul,Sudeste,Pequeno,1781,PRODUTO que contem código 1781,6,4,156,Grupo 6,Infantil
14938,1781,4,2,11,2019-02-16,2,182,Mato Grosso,MT,Cuiabá,"0,170",3,2,João,Vermelho,Centro Oeste,Médio,1781,PRODUTO que contem código 1781,6,4,156,Grupo 6,Infantil
14939,1781,7,2,19,2020-08-11,5,103,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,5,Igor,Cinza,Sudeste,Médio,1781,PRODUTO que contem código 1781,6,4,156,Grupo 6,Infantil
14940,1781,5,3,4,2019-01-05,2,187,Amazonas,AM,Manaus,"0,080",2,2,João,Preto,Norte,Grande,1781,PRODUTO que contem código 1781,6,4,156,Grupo 6,Infantil
14941,1781,7,3,13,2022-06-21,1,21,Minas Gerais,MG,Belo Horizonte,"0,120",4,1,Marcelo,Cinza,Sudeste,Grande,1781,PRODUTO que contem código 1781,6,4,156,Grupo 6,Infantil
14942,1781,2,3,19,2021-02-05,4,42,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,4,Patricia,Verde,Sudeste,Grande,1781,PRODUTO que contem código 1781,6,4,156,Grupo 6,Infantil
14943,1586,7,2,26,2022-06-20,5,162,Sergipe,SE,Aracaju,"0,180",1,5,Igor,Cinza,Nordeste,Médio,1586,PRODUTO que contem código 1586,6,4,681,Grupo 6,Infantil
14944,1586,6,2,12,2021-08-22,4,48,Mato Grosso do Sul,MS,Campo Grande,"0,180",3,4,Patricia,Branco,Centro Oeste,Médio,1586,PRODUTO que contem código 1586,6,4,681,Grupo 6,Infantil
14945,1586,2,3,25,2021-10-16,4,60,São Paulo,SP,São Paulo,"0,130",4,4,Patricia,Verde,Sudeste,Grande,1586,PRODUTO que contem código 1586,6,4,681,Grupo 6,Infantil
14946,1586,6,4,1,2021-11-01,4,128,Acre,AC,Rio Branco,"0,120",2,4,Patricia,Branco,Norte,Extra Grande,1586,PRODUTO que contem código 1586,6,4,681,Grupo 6,Infantil
14947,1586,7,4,15,2020-09-21,3,110,Paraíba,PB,João Pessoa,"0,090",1,3,Carla,Cinza,Nordeste,Extra Grande,1586,PRODUTO que contem código 1586,6,4,681,Grupo 6,Infantil
14948,2935,3,2,2,2020-06-14,3,112,Alagoas,AL,Maceió,"0,090",1,3,Carla,Amarelo,Nordeste,Médio,2935,PRODUTO que contem código 2935,6,4,14,Grupo 6,Infantil
14949,2935,4,3,15,2019-01-10,4,130,Paraíba,PB,João Pessoa,"0,090",1,4,Patricia,Vermelho,Nordeste,Grande,2935,PRODUTO que contem código 2935,6,4,14,Grupo 6,Infantil
14950,2935,4,3,7,2021-06-19,5,64,Distrito Federal,DF,Brasília,"0,120",3,5,Igor,Vermelho,Centro Oeste,Grande,2935,PRODUTO que contem código 2935,6,4,14,Grupo 6,Infantil
14951,1739,5,2,12,2021-02-10,2,131,Mato Grosso do Sul,MS,Campo Grande,"0,180",3,2,João,Preto,Centro Oeste,Médio,1739,PRODUTO que contem código 1739,6,4,724,Grupo 6,Infantil
14952,1739,4,2,21,2020-07-30,4,151,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,4,Patricia,Vermelho,Sul,Médio,1739,PRODUTO que contem código 1739,6,4,724,Grupo 6,Infantil
14953,1739,2,2,13,2020-01-09,4,104,Minas Gerais,MG,Belo Horizonte,"0,120",4,4,Patricia,Verde,Sudeste,Médio,1739,PRODUTO que contem código 1739,6,4,724,Grupo 6,Infantil
14954,1739,8,4,26,2020-06-15,1,64,Sergipe,SE,Aracaju,"0,180",1,1,Marcelo,Marron,Nordeste,Extra Grande,1739,PRODUTO que contem código 1739,6,4,724,Grupo 6,Infantil
14955,1739,2,4,18,2020-11-30,2,62,Piauí,PI,Teresina,"0,160",1,2,João,Verde,Nordeste,Extra Grande,1739,PRODUTO que contem código 1739,6,4,724,Grupo 6,Infantil
14956,2994,9,2,19,2019-04-21,4,144,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,4,Patricia,Laranja,Sudeste,Médio,2994,PRODUTO que contem código 2994,6,4,661,Grupo 6,Infantil
14957,2994,3,3,22,2022-05-15,5,125,Rondônia,RO,Porto Velho,"0,130",2,5,Igor,Amarelo,Norte,Grande,2994,PRODUTO que contem código 2994,6,4,661,Grupo 6,Infantil
14958,2994,7,3,16,2021-11-26,2,163,Paraná,PR,Curitiba,"0,090",5,2,João,Cinza,Sul,Grande,2994,PRODUTO que contem código 2994,6,4,661,Grupo 6,Infantil
14959,2994,1,4,17,2021-03-11,1,157,Pernambuco,PE,Recife,"0,100",1,1,Marcelo,Azul,Nordeste,Extra Grande,2994,PRODUTO que contem código 2994,6,4,661,Grupo 6,Infantil
14960,2994,3,4,18,2022-01-13,5,78,Piauí,PI,Teresina,"0,160",1,5,Igor,Amarelo,Nordeste,Extra Grande,2994,PRODUTO que contem código 2994,6,4,661,Grupo 6,Infantil
14961,2994,6,4,9,2021-02-25,4,156,Goiás,GO,Goiânia,"0,110",3,4,Patricia,Branco,Centro Oeste,Extra Grande,2994,PRODUTO que contem código 2994,6,4,661,Grupo 6,Infantil
14962,874,5,3,17,2020-10-31,4,175,Pernambuco,PE,Recife,"0,100",1,4,Patricia,Preto,Nordeste,Grande,874,PRODUTO que contem código 874,6,4,83,Grupo 6,Infantil
14963,1876,2,4,18,2021-03-18,3,24,Piauí,PI,Teresina,"0,160",1,3,Carla,Verde,Nordeste,Extra Grande,1876,PRODUTO que contem código 1876,6,4,676,Grupo 6,Infantil
14964,1876,2,4,18,2020-03-30,5,113,Piauí,PI,Teresina,"0,160",1,5,Igor,Verde,Nordeste,Extra Grande,1876,PRODUTO que contem código 1876,6,4,676,Grupo 6,Infantil
14965,1876,5,4,24,2022-05-09,3,162,Santa Catarina,SC,Florianópolis,"0,130",5,3,Carla,Preto,Sul,Extra Grande,1876,PRODUTO que contem código 1876,6,4,676,Grupo 6,Infantil
14966,1876,10,4,13,2022-03-01,4,140,Minas Gerais,MG,Belo Horizonte,"0,120",4,4,Patricia,Transparente,Sudeste,Extra Grande,1876,PRODUTO que contem código 1876,6,4,676,Grupo 6,Infantil
14967,1644,7,1,22,2022-08-11,3,43,Rondônia,RO,Porto Velho,"0,130",2,3,Carla,Cinza,Norte,Pequeno,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14968,1644,10,1,8,2022-03-25,5,84,Espírito Santo,ES,Vitória,"0,120",4,5,Igor,Transparente,Sudeste,Pequeno,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14969,1644,9,2,20,2021-03-14,1,12,Rio Grande do Norte,RN,Natal,"0,110",1,1,Marcelo,Laranja,Nordeste,Médio,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14970,1644,8,2,9,2020-01-15,1,157,Goiás,GO,Goiânia,"0,110",3,1,Marcelo,Marron,Centro Oeste,Médio,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14971,1644,10,2,8,2022-05-26,4,106,Espírito Santo,ES,Vitória,"0,120",4,4,Patricia,Transparente,Sudeste,Médio,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14972,1644,8,4,10,2022-07-26,4,53,Maranhão,MA,São Luís,"0,090",1,4,Patricia,Marron,Nordeste,Extra Grande,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14973,1644,5,4,2,2020-07-09,1,85,Alagoas,AL,Maceió,"0,090",1,1,Marcelo,Preto,Nordeste,Extra Grande,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14974,1644,1,4,16,2021-08-14,2,55,Paraná,PR,Curitiba,"0,090",5,2,João,Azul,Sul,Extra Grande,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14975,1644,10,4,25,2020-03-21,2,167,São Paulo,SP,São Paulo,"0,130",4,2,João,Transparente,Sudeste,Extra Grande,1644,PRODUTO que contem código 1644,5,4,728,Grupo 5,Infantil
14976,6,7,1,23,2021-10-17,3,15,Roraima,RR,Boa Vista,"0,110",2,3,Carla,Cinza,Norte,Pequeno,6,PRODUTO que contem código 6,5,4,468,Grupo 5,Infantil
14977,6,1,2,13,2020-11-12,4,161,Minas Gerais,MG,Belo Horizonte,"0,120",4,4,Patricia,Azul,Sudeste,Médio,6,PRODUTO que contem código 6,5,4,468,Grupo 5,Infantil
14978,6,9,3,4,2019-11-04,4,40,Amazonas,AM,Manaus,"0,080",2,4,Patricia,Laranja,Norte,Grande,6,PRODUTO que contem código 6,5,4,468,Grupo 5,Infantil
14979,6,7,4,8,2020-03-31,5,50,Espírito Santo,ES,Vitória,"0,120",4,5,Igor,Cinza,Sudeste,Extra Grande,6,PRODUTO que contem código 6,5,4,468,Grupo 5,Infantil
14980,577,10,1,4,2022-05-09,3,13,Amazonas,AM,Manaus,"0,080",2,3,Carla,Transparente,Norte,Pequeno,577,PRODUTO que contem código 577,5,4,421,Grupo 5,Infantil
14981,577,6,2,22,2020-01-12,4,118,Rondônia,RO,Porto Velho,"0,130",2,4,Patricia,Branco,Norte,Médio,577,PRODUTO que contem código 577,5,4,421,Grupo 5,Infantil
14982,577,9,2,22,2020-10-18,3,57,Rondônia,RO,Porto Velho,"0,130",2,3,Carla,Laranja,Norte,Médio,577,PRODUTO que contem código 577,5,4,421,Grupo 5,Infantil
14983,577,5,2,7,2020-07-22,2,76,Distrito Federal,DF,Brasília,"0,120",3,2,João,Preto,Centro Oeste,Médio,577,PRODUTO que contem código 577,5,4,421,Grupo 5,Infantil
14984,577,7,4,10,2022-07-04,4,7,Maranhão,MA,São Luís,"0,090",1,4,Patricia,Cinza,Nordeste,Extra Grande,577,PRODUTO que contem código 577,5,4,421,Grupo 5,Infantil
14985,577,7,4,13,2022-07-15,3,59,Minas Gerais,MG,Belo Horizonte,"0,120",4,3,Carla,Cinza,Sudeste,Extra Grande,577,PRODUTO que contem código 577,5,4,421,Grupo 5,Infantil
14986,401,10,1,14,2021-04-07,5,130,Pará,PA,Belém,"0,100",2,5,Igor,Transparente,Norte,Pequeno,401,PRODUTO que contem código 401,5,4,741,Grupo 5,Infantil
14987,401,7,2,23,2020-05-05,5,190,Roraima,RR,Boa Vista,"0,110",2,5,Igor,Cinza,Norte,Médio,401,PRODUTO que contem código 401,5,4,741,Grupo 5,Infantil
14988,401,8,3,4,2020-05-08,5,11,Amazonas,AM,Manaus,"0,080",2,5,Igor,Marron,Norte,Grande,401,PRODUTO que contem código 401,5,4,741,Grupo 5,Infantil
14989,401,1,3,20,2021-08-04,4,92,Rio Grande do Norte,RN,Natal,"0,110",1,4,Patricia,Azul,Nordeste,Grande,401,PRODUTO que contem código 401,5,4,741,Grupo 5,Infantil
14990,401,6,3,16,2022-05-31,4,120,Paraná,PR,Curitiba,"0,090",5,4,Patricia,Branco,Sul,Grande,401,PRODUTO que contem código 401,5,4,741,Grupo 5,Infantil
14991,401,9,4,1,2021-05-19,3,74,Acre,AC,Rio Branco,"0,120",2,3,Carla,Laranja,Norte,Extra Grande,401,PRODUTO que contem código 401,5,4,741,Grupo 5,Infantil
14992,401,1,4,19,2020-01-29,4,52,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,4,Patricia,Azul,Sudeste,Extra Grande,401,PRODUTO que contem código 401,5,4,741,Grupo 5,Infantil
14993,1230,9,1,14,2022-04-06,2,23,Pará,PA,Belém,"0,100",2,2,João,Laranja,Norte,Pequeno,1230,PRODUTO que contem código 1230,5,4,188,Grupo 5,Infantil
14994,1230,9,2,3,2021-11-12,3,174,Amapá,AP,Macapá,"0,130",2,3,Carla,Laranja,Norte,Médio,1230,PRODUTO que contem código 1230,5,4,188,Grupo 5,Infantil
14995,1230,5,2,18,2020-01-15,2,39,Piauí,PI,Teresina,"0,160",1,2,João,Preto,Nordeste,Médio,1230,PRODUTO que contem código 1230,5,4,188,Grupo 5,Infantil
14996,1230,2,3,14,2022-01-28,5,198,Pará,PA,Belém,"0,100",2,5,Igor,Verde,Norte,Grande,1230,PRODUTO que contem código 1230,5,4,188,Grupo 5,Infantil
14997,1230,7,3,10,2021-10-29,4,148,Maranhão,MA,São Luís,"0,090",1,4,Patricia,Cinza,Nordeste,Grande,1230,PRODUTO que contem código 1230,5,4,188,Grupo 5,Infantil
14998,1230,3,3,16,2020-09-18,5,131,Paraná,PR,Curitiba,"0,090",5,5,Igor,Amarelo,Sul,Grande,1230,PRODUTO que contem código 1230,5,4,188,Grupo 5,Infantil
14999,2014,9,1,14,2020-06-08,1,181,Pará,PA,Belém,"0,100",2,1,Marcelo,Laranja,Norte,Pequeno,2014,PRODUTO que contem código 2014,5,4,674,Grupo 5,Infantil
15000,2014,4,1,9,2021-05-20,4,129,Goiás,GO,Goiânia,"0,110",3,4,Patricia,Vermelho,Centro Oeste,Pequeno,2014,PRODUTO que contem código 2014,5,4,674,Grupo 5,Infantil
15001,2014,9,3,6,2020-07-03,1,194,Ceará,CE,Fortaleza,"0,130",1,1,Marcelo,Laranja,Nordeste,Grande,2014,PRODUTO que contem código 2014,5,4,674,Grupo 5,Infantil
15002,2014,1,3,5,2021-06-29,3,62,Bahia,BA,Salvador,"0,150",1,3,Carla,Azul,Nordeste,Grande,2014,PRODUTO que contem código 2014,5,4,674,Grupo 5,Infantil
15003,2014,6,3,11,2021-11-01,4,127,Mato Grosso,MT,Cuiabá,"0,170",3,4,Patricia,Branco,Centro Oeste,Grande,2014,PRODUTO que contem código 2014,5,4,674,Grupo 5,Infantil
